Customer Review Final,Emotion Encoded
respon cepat tp sayang tdk sesuai harap ukur s nya kantong kirikanan tanda pangkat pundak belah kiri simetrismiring belah kanan posisi kancing tdk pas lengkung kesan yg jahit asalasalan rekomendasi,1
alas sepatu tipis pakai aus make ny jarang,4
warna ga sesuai photo deskripsi warna sepatu deskripsi aga crem dateng abux gelap,4
pake udah robek sol nya,4
sepatu nya sampaicuma tdk sesuai pesan syseharus nya kasih jdi yg ga muat pakai nyaseharusny pemberitahuan dlulain kali teliti ganklo kwalitas nya bagushanya sayang nomer nya aja,4
ready kirim tuker ga kecewa,4
bolong dikittlama lebar nihorderan kali yaa kecewa,4
tulis ukur yg butuh yg terima ngga pake,4
mesan hijau kasih abu abu ukur gak baca pesan gaada ya kn enak,1
size kirim konfirmasi,4
tolong perhati barang yg kirim layaktidakpesanan yg sy kirim sesuai warna size barang kusam sendal bekas,1
lumayan dipake jalan suka lecetpas jepit jempol kaki telunjuk sakit,4
barang yg kirim hrsnya cek konsumen byr gratis paku rivert nya yg belah tutup tahan yg belah nggak tutup tahan copot klo pake gimana sih,0
lobang tali sepatu lobang tusuk pulpen sepatu cek kirim,4
kecewa beli asli packing beranta kardus penyok bawah udh kuningkuning kaya bekas pakai kecewa poko tolong bagusin,4
posisi kancing lubamg kancing sejajar kancing baju belah leher,4
ganti bintang bintang aja layan buruk sampe salah warna yg fatal,4
yg pes kerah tinggiyg dtg pendekbiasa,4
size yg kirim size besar gk bs pakaibagaimna,1
gk kotak sepatu beli sepatu nya kotak plastik kresek doang,0
iklan seragam pgri kemeja hem katun pria tp bahan katun smg deskripsi dg iklan shg langgan kecewa lo,1
bahan tipis jahit rapi,4
beli buka noda hitam yg kemeja putih cuci hilang,4
jahit yg ga rapi kain nerawang,4
kecil ukur sesuai deskripsi,4
kemas dobel plastik beli goreng jahit yg rapih,4
layan buruk respon warna baju tdk sesuai wa chat via toped gg respon beda yg yg beli d toko,4
harga mahal kualitas setip gpp deh moga murah,4
kirim yg hidden yg kaki kecewa,4
bahan murah,1
yg biru kasih toska,4
pake clipnya copot,4
pesan nya wrn yellowyg kirim graay sih hmmm,1
pesan yg putih kirim yg sesuai,1
barang kirim sesuai pesan,4
gak sesuai ekspektasi ol shop harga banget murah,4
diple ps buka cantel patah,4
pesan moga berkah deh yg curangin,0
ukur sesuai,4
barang chat no resp,1
warna sesuai sen,4
ga sesuai expetasi singlet drpd tanktop beli putih hitam yg kirim hitam pdhal sblm order sdh cekout jg yg pilih hitam putih packing rapi kirim jual responsif,4
sesuai ekspetasi,4
kirim respon jual jg lambat,4
bahan katun asli,4
bahan luntur tipis yg,4
barang asli nya indah yg foto,4
bahan tipis jahit kuat bs cpt sobek,4
jg sy tdk rekomend krn body sy jd klu dpke pendek sy gak nyaman klu keringat basah banget spt siram air krn bahanya yg sutra jpgoy tangan jg pendek bingitmaaf y,1
baguskurang pas foto,4
parah amatd kirim baju bekas klo jual yg bener bu,0
kain jarik nya tipiiis banget kalo untk acara resmi cari aja harga emang kwalitas,1
kain jarik batik kecewa sihsaya sen warna kasih klasik bahan kasar kain sih sesuai harga yasudah gpp thanks,4
kain kasar bgtdantidakmenyerapkeringat,4
bli kcing dlm karung kainya tipis kyak kulit bwang trus nerawang bnget pokok nya gk bgus bngt kcewa,4
bahan luntur,4
beli sblmnya sdh beli yg army suka bgt beli lg yg light grey size nya beda sm yg army pdhl pilih jg all size yg grey stlh dipake br sadar jahit tdk rapi spt tingkat lg qc nya nii,1
barangnha bagus sorry banget ya belanja barang bagus bngt tp celana banget pake enak nyaman minggu cuci x bahan jelek gampang robek kayak gambar,1
kualitas produk muas,4
bahan beda order yg warna coklat pakai langsung robek,4
bru dipake x udh robek trus kek karet warna kuning gituu ngga deh,1
komplain krn jam setting mas nyala dr admin ok,1
barang sesuai gambarmengecewakan,4
kecewa beli nya pcs pcs,4
salah kirim sih selesai baikbaik males aja,4
warna nya cantik tp potong ga rapi jd sperti barang reject gtu maaf ya tp sy ga puas sih dg barang,4
beli ecommerce belah bagus banget jahit rapi pas beli jahit nggak rapi kayak buru buat serius sih kecewa udah excited banget moga pas beli nggak kayak gin ya,4
gimana miring plus udh wanti alamat kirim kantor tutup jam libur udh udh konfirmasi sblm jam sampe pake sameday nyampe nya jam malem gw nungguin warkop kantor yg udh gelap tolong kalo udh notice gitu pilih sameday grabgojek jgn pake anteraja yg transit transit kalo emg ga ga iya pas nanya jam sampe kecewa,1
ukur sesuai harap,4
beli sepatu ukur beda kirim sepatu no aju klaim tukar terima uang benarbenar rugi langgan order biaya ongkir tanggung kualitas sepatu no prima daerah tongue jahit loncat alam benarbenar kecewa,0
murah tp murah produk reject nya jahit beranta sol longgar rapih kirim reschedule pending suka hati jual alas yg packaging rapih aneh foto upload,1
gak rapih bgt dalem kayak gak qc ntah diskon barang rusak kecewa sih,4
ok resletingnya ga buka gerigi resletingnya rusak,4
kecewa nih beda bentuk yg mini mochi produksi jd sempit n cantik yg,4
tas bagus ringan elegan sayang dateng pas buka jahit belah kanan copot jdi lgsg bawa permak tas,4
bahanya jelek harga sdh mahal,0
barang jelek cepet rusak pake hari tali lepas,0
sesuai gambar,4
bahan jujur puaswarna sih oklah,4
brg dgn cepatcm hari tp sy kecewa krn sy warna mix tp yg dtg cm wrn hitamnext cb dichek minta beli ya kakckp sj beli deh,4
bahan panas tipis gatal pakai jam,4
privasi nya gak jaga pas ngambil nya malu baca celana wanita tolong jaga privasi udah paket nya smlm titip orang,1
gimana ya beli celana hitam grey pink ukur nya beda beda pink gede grey banget,1
produk mudah rusak kalo kena kuku yg tajam runcing langsung robek benang urai komplain udah lanjur buka pakai barang nya rugi beli yg merek mahal puas coba beli produk bikin habis uang beli cd skrg,4
diskon nya nipubarang nya sesuai harga,1
tipis kualitas jahit buruk,4
kancing nya bbrp kali pake copot kuat,4
puas dompet,4
dompet bahan tipis,4
coklat asli hitam ga tau asli palsu ya yg hitam beli bahan kaku embos ga saku uang tdk yg coklat pokok beda banget yg coklat yg bahan halus lentur jahit rapih,4
barang ga gara gara sicepat ngilangin barang dana kembali bom masuk admin bantu pas komplain selesai dana ga masuk ga dibales chatnya,1
beli kirim teliti kirim pesan,1
gx recomendedbarang jelekdikirim gx sesuai warna mes jgsudah chat dlkynya readydi pesan jg sy serta catat kirim warna born tp kirim warna gx jelasgx recomended pokoknyamending cr toko lainitu sy catat pemesanantp jual gx baca detail,1
bahan tipis kayak ga pakai,4
yaampunnn mentang rp x nih yah krna penguna baju sih baju gimna dipake lobang leher kecill amed anak yg gak pakai mah lumayan bahan tipis,0
barang gx sesuai yg d gambar,1
sesuai,1
sesuai yg gambar,1
daster adem ya iya bolongsobek gitu ya ademnyamentang gretonganhaahaaa parah asli,0
auhh bgt sma yg d gambar mentang pngguna dpt grtisan eh dpt nya daster rban d loaklucu tokped toko nya nih gak rugigak smpet foto sya ksihkan sma nenek syaampunn dah,0
jelek bgt nyesal nya,0
bagus gambar kain tepi neci aja jahit lipat ya harga segitu,4
ukur gak sesuai jumbo,4
ukur banget jumbo xxl,4
sesuai gambar gada jahit cuman sambung pake obras bahan tipis kecewa,4
bahan tipis,4
bahan katun adem,4
ga sesuai produk sma photo bahan kasar serap keringat nyaman pakai beli cuci pakai barusan banget paksa buka lg krna gerah ga kepake deh,4
bahan nya tipisnyesel beli test hahahamaaf yacuma kasih bintang,4
sesuai foto,4
puas krn bahan beda yg gambar ekspektasi bahan tebal ternyt tipis bgt,4
jual yg jujur ya gan barang sesuai gambar barang yg beli sesuai dgn gambar yg pajang lgs order yg bawah ekspektasi gambar kanan barang original sesuai display,4
tipis banget transparan,4
tipis bgt jelek,4
warna sesuai gmbar,4
yg direquest kirim warna beda,4
menyesaalllll bahan aja harga rb,4
brang nya item beli yg dtng,1
gak sesuai gambar promo contoh nya gbar promo pcs warna yg beda trus pas barang nya warna,1
gak ad solusi moga uang ny berkah ya mba,0
yg pesan warna ngga sesuai klu ngga bilang aja ngga jgn bilang beli,0
barang bagus kecewa pesan rok kirim yg lg mana gk responnya lg yg etika ngirim rok sy yg lg main curang sy tipu sy kecewa saran sy barang bagus tolong imbangin jujur biar berkahsalam jujur jngan main curang,4
dipake sobek pantat besar sizenya,4
jual langgan sopan,1
barang sesuai deskripsi,1
kecewa sih pesan l iya l asa celana xl heedewhh bikin kecewa toko bahan tipis,4
bahan jelek pokok kecewaaaa aja,0
colok gk sesuai mic nya fungsi lubang headset lubang micnya berfungsu,4
chat gk balas recommend beli,1
dicharge lampu nyala pakai kembali berat ongkir kirim tes packaginya segel tes kayak sayang bintang minimal not recommend,0
beli toko udah etikat ngasih jelas colok mic soundcard nya gak berfungsitapi pesan yg kali read gak ad tanggap bener mbak mas tolong jual yg amanahtransaksi jualbeli berkah sah kalo menguntungkansaya bener gak ikhlasgak berkah jual mksh,1
dipake udah rusak aja,1
hidup,1
jepit meja loss ga ngunci coba seal tape longgar nge lock boom arm nya bagus sayang bingung pakenya karna ga ngelock,1
bagus klop,4
udh ga ngegrip,1
pakai suara produk ori liat sarung seruling made in indonesia seruling made in indonesia yamaha kw,1
lamaaa bangettt respons nya,1
selang beda yg produk pianika original yg spare part selang lembek mouth piece nya pecah pinggir,4
ga barang jijik liat kaya kotor cair bungkus buang,0
selang longar pianika yamaha original gak dipake,4
tipis bgt,4
tipis banget bahan parasut terang jelas tebal tipis seller jelas,1
barang sesuai timeline,1
packingnya jelek barang rusak,0
kalo udah bayar dicuekin jual chat januari respon order januari jam siang kurir grab sameday barang januari jam sore kalo ujung ujung gak tuju yg ngapain bayar ongkir mahal pakai grab,0
aftersalesnya parah jual ga baca chat ga bales lg janji tinggal janji,1
kecewa attitude respon jual confirm standbook warna putih datang warna hitam slow response beda beli fast response bahasa maaf hati hati beli toko sakit hati attitude etika ga rekomendasi,4
busa gak motongnya busa yg telur kempes,4
barang yg terima kondisi bagus layak pakai,1
busa yg telur kempes,1
ukur gak sesuai deskripsi gk cm gk m parah sih beli produk berbesa gk potong,1
gak merek keyboard,1
produk yg kirim beda dgn foto yg tera,1
jual komunikatif,1
respon lambat,1
barang bicara respon jual lambat aju batal respon saran tolong responsif jual online jual sustain keyboard jgn sepele toko jual customer butuh jelas beli barang sya x hari kirim kecewa kapok belanja,1
barang rusak minggu respon jual buruk garansi chat balas garansi bohong pikir lg deh klo beli,1
speaker mic nya ga bunyi,1
ga rekam suara,1
udah hubung ama hp n tablet tetep gak,1
sih murah barang tp ya komplain btw sy yg ga make nya barang yg rusak ya udh pake splitter jg ga fungsi,1
jelek banget mic nya gak nyala kabel cuman cm dipake bando nya doang mic pake lavalier,0
mic ga fungsi,1
mic tdk fungsi dgn rusak gak bunyi,1
kirim barang periksa lg bisadi pungsi colok kabel cas ggk masuk lubang utk cas nya jd ggk ngecas,1
kualitas bagus,4
bagus,4
ga fungsi,4
udah pilih varian biru catat tulis warna biru eeehh ya konfirmasi kirim warna putih ya males komplen,0
mic nya gak respon,1
barang ga yg pake,1
bahan jelek pake hari sdh rusak,1
pengaruh suara,1
suara tetep ae,1
kirim,1
gak dipake bunyi resek,1
kualitas ok respond jual cepat,2
mantap rekomendasi dah thanks,3
,2
sesuai harga,2
micnya bagus sayang mini tripod ringkih banget patah btw beli coba mics dlm pc mac os micnya terdetect device product id yg colok nya moga update firmware kait krn usb mic devicenya otomatis terdetect pasang usb mic sama,2
barang pes sesuai selamat,2
fiturnya bagus sesuai harga,2
suara bagus jernih discord kayak deh rekam audio bagus worth the price,2
barang bagus sesuai harga kirim cepat sen malem pas pagi sampe,2
bagus kokoh sellernya ramah beut eyyy puas deh repurchase,3
barang sesuai deskripsi,2
nyampenya cepet kualitas,2
barang sdh terima dlm kondisi packing bagus rapi kirim cepat mksh,2
barang lumayan bagus respon jual cepat,2
bagus sesuai,2
mantap bahan metal kuat udah coba sampe fret suara ga sember capo gitar akustik ya klasik bentuk karet lengkung sesuai bentuk fret akustik datar kyk gitar klasik,2
barang,2
layan muas barang sesuai,2
barang dgn selamat bonus pic kirim aman capo plastik motif kayu bantal karet moga awet,2
segi estetik bagus banget cengkramannya kalo pake kadang suara geter dipake harga segitu worth it designnya elegant,2
terima kasih jual seruling yamaha ori barang cepat,2
bagus produk fast delivery thank you seller,2
respon cepat kirim cepat barang sesuai recommended seller,3
barangggggg okkkkk,2
pesan terima bagus sesuai thxxxxxxxxxxxxxxxxxxxxxxxxx,2
kirim cepat sesuai pesan bungkus rapi terima kasih y barang sdh terima dgn,2
bahan bagus seler ramah,2
barang fungsi dgn kirim super cepat,2
trima kasih respon cepat barang dgn selamat,2
barang fungsi moga awet,2
sesuai pesan yg rusak,2
kirim barang cepat kualitas mantap sesuai harga,2
bagus rapi kirim cepat,2
respon mutu lumayan hrg jangkau,2
rapi pas banget,2
bahan persis kayak sarung motor kirim cepat ya lumayan harga gin,2
sesuai pesan kualitas barang sesuai harga terima kasih,2
pas simpel,2
sesuai deskripsi packing positive,2
beli kecewa unboxingmakasih banget bang next order,3
ya puas makasih,2
aman tuju cepat tinggal buka packingan blum sy cek mdhan yg sobek trims bosnext order,3
bagus kirim cepat,2
barang sdh selamat trimakasih,2
besi tebal sesuai deskripsi foto,2
kirim cepat kualitas bagus gak yg cacat packingan kuat rapih kokoh bangetgak nyangka gede banget tks sukses,2
mantap bagus teba,2
barang mulus,2
barang udah nyampe makasih broo,2
barang ok kirim cepat recommended seller,3
joystick fungsi plug and play build quality kokoh deteksi steam,2
all positive overall feelnya enak sempet aga nyesel sempet jual dri build quality beda controller dng harga yg better banget feel rasa kokoh housingnya,2
garansi resmi packing bagus harga saing lengkap sesuai,2
bintang packing ga pake bubble wrap selamat ccd jual fast respon proses barang sesuai deteksi xbox controller colok langsung pakai config,2
cepat kirim seller ramah kualitas barang mulus recommended,3
stik fungsi normal coba connect pc windows macos bigsur aman plug n play steam apple arcade packaging rapih seller fast response,2
barang original beli yg asia dpt reg asia jpn overall lancar udh minggu pakai normal barang bener mulus ori bagus smoga awet tingkat layan nya gan,2
jual fast respon kualitas barang bagus sesuai spesifikasi cacat,2
apa lengkap sabar barang cepat packing rapih terima kasih admin nya,2
harga saing lengkap sesuai plus bonus cantik proses dr jam lightning fast tes fungsi normal thank you seller,2
sellernya responsif banget pertanyaaan kirim sameday nyampenya sameday mantep rekomen deh ni toko,2
keren banget adminnya dibantuin hehe fast respon jugaini gamenya yaa,2
garansi resmi lengkap sesuai garansi internasional harga saing,2
brgnya cpt packing maxi trims utk sellertoko recommend,3
puas kirim cepat barang cacat emas bagus trmksh,2
packingnya rapi aman pakai bubblewrap kualitas bagus udah coba fungsi gak kendala tombol empuk keras top markotop,3
barang ok kemas rusak joycon ungu belah kanan deteksi re insert joyconnya kali fungsi so no issue there harga saing sellernya fast response terima kasih,2
